Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss,age_binary
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K,67,0,0,1
,Assoc-acdm,12,Married-civ-spouse,,Own-child,Amer-Indian-Eskimo,Male,40,United-States,<=50K,65,0,0,1
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,18,0,0,0
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,<=50K,47,0,0,1
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,52,United-States,<=50K,22,0,0,0
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,<=50K,14,0,0,0
Self-emp-not-inc,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,10,United-States,<=50K,32,0,0,0
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,11,0,0,0
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,30,United-States,<=50K,58,0,0,1
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,44,United-States,<=50K,42,0,0,0
Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,30,0,0,0
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,35,0,0,0
Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,40,United-States,<=50K,47,0,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,18,15024,0,0
Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,South,<=50K,35,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,>50K,30,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,<=50K,39,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,11,0,0,0
Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,25,United-States,<=50K,14,0,0,0
Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,20,0,0,0
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,38,Mexico,<=50K,36,0,0,0
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,61,0,0,1
,HS-grad,9,Married-civ-spouse,,Husband,White,Male,5,United-States,<=50K,27,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,32,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,57,0,0,1
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,26,0,0,0
Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,42,United-States,<=50K,62,0,0,1
Private,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,40,Guatemala,<=50K,44,0,0,1
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,55,United-States,<=50K,69,0,0,1
,Some-college,10,Never-married,,Own-child,White,Female,10,United-States,<=50K,16,0,0,0
Local-gov,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,19,0,0,0
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Mexico,<=50K,16,0,0,0
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,>50K,20,3103,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States,>50K,71,0,0,1
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K,59,0,0,1
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,12,0,2415,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,36,0,0,0
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,>50K,67,0,0,1
Private,Assoc-acdm,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,29,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,14,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,61,0,0,1
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,45,United-States,<=50K,51,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,16,0,0,0
Local-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,35,United-States,<=50K,23,0,0,0
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,19,0,0,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,>50K,11,0,1977,0
Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,35,United-States,<=50K,58,0,0,1
Self-emp-not-inc,Some-college,10,Divorced,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K,58,0,0,1
State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,21,0,0,0
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,>50K,59,0,0,1
Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K,56,0,0,1
Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,18,0,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,15,0,0,0
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,30,,<=50K,16,0,0,0
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,>50K,21,0,0,0
Local-gov,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,18,0,0,0
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,46,0,0,1
Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,55,0,0,1
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,72,0,0,1
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,<=50K,19,0,0,0
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,70,Mexico,<=50K,61,0,0,1
Private,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,17,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,24,0,0,0
Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,65,0,0,1
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,13,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K,46,0,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,>50K,51,0,0,1
,Assoc-voc,11,Widowed,,Not-in-family,White,Female,20,United-States,<=50K,40,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,>50K,46,0,0,1
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,35,United-States,<=50K,23,0,0,0
Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,48,0,2392,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,34,0,0,0
Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,70,United-States,<=50K,50,0,0,1
Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,14,0,0,0
Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,21,4101,0,0
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,18,0,0,0
Private,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,40,2964,0,0
Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,16,0,0,0
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,44,United-States,<=50K,48,0,0,1
Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,20,0,0,0
,HS-grad,9,Never-married,,Unmarried,Black,Female,40,United-States,<=50K,71,0,0,1
Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,42,United-States,<=50K,67,0,0,1
Local-gov,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,28,0,0,0
Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,20,United-States,<=50K,15,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,35,United-States,<=50K,49,0,0,1
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,47,0,0,1
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,13,0,0,0
Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,63,3325,0,1
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,40,0,1504,0
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,16,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,39,0,0,0
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K,55,0,0,1
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,30,0,0,0
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,60,0,0,1
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,55,0,0,1
Federal-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,58,United-States,>50K,62,0,0,1
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,68,2580,0,1
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,15,15024,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,35,0,0,0
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K,71,0,1902,1
State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,57,0,0,1
Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,60,United-States,<=50K,39,0,0,0
Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,47,0,0,1
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,59,0,0,1
Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,41,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,39,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,>50K,60,15024,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,Germany,<=50K,51,0,0,1
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,42,0,0,0
Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,66,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,23,3103,0,0
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K,16,0,0,0
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,<=50K,26,0,0,0
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,46,0,0,1
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K,72,0,0,1
Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,32,United-States,<=50K,19,0,0,0
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,17,0,0,0
,HS-grad,9,Never-married,,Own-child,White,Male,30,United-States,<=50K,61,0,0,1
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,50,Japan,<=50K,64,0,0,1
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,15,0,0,0
Private,HS-grad,9,Separated,Sales,Not-in-family,White,Female,30,United-States,<=50K,42,0,0,0
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,42,0,0,0
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,50,0,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,50,Yugoslavia,<=50K,14,0,0,0
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,45,,<=50K,41,0,0,0
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,64,0,0,1
Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,73,0,0,1
Self-emp-inc,Masters,14,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,50,India,<=50K,64,0,0,1
Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,27,0,0,0
State-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,24,0,1719,0
Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,54,0,0,1
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,15,0,0,0
,7th-8th,4,Widowed,,Not-in-family,White,Male,2,United-States,<=50K,18,0,0,0
,HS-grad,9,Never-married,,Unmarried,White,Male,40,United-States,<=50K,36,0,2001,0
Self-emp-inc,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,,<=50K,37,1409,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,75,United-States,<=50K,53,0,0,1
Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,30,United-States,<=50K,62,0,0,1
,11th,7,Married-civ-spouse,,Wife,White,Female,8,United-States,<=50K,66,0,0,1
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,37,0,0,0
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K,46,0,0,1
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,58,0,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,52,7688,0,1
Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,37,United-States,<=50K,46,0,0,1
Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,55,United-States,<=50K,36,0,0,0
,Assoc-acdm,12,Never-married,,Not-in-family,White,Female,20,United-States,<=50K,47,0,0,1
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,59,0,0,1
Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K,58,0,0,1
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,35,0,1902,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,34,0,0,0
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,Canada,>50K,16,0,0,0
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,68,7298,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,57,0,0,1
Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,Iran,<=50K,15,0,0,0
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,38,0,0,0
Self-emp-not-inc,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,75,United-States,<=50K,45,0,0,1
Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,17,0,0,0
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,13,0,1902,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,>50K,55,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,<=50K,50,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,53,3471,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,32,Mexico,<=50K,30,0,0,0
Private,Assoc-acdm,12,Separated,Other-service,Unmarried,White,Female,40,United-States,<=50K,50,0,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,>50K,17,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,27,0,0,0
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,22,0,1977,0
Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,29,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,13,0,0,0
Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,60,United-States,<=50K,56,0,0,1
Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,<=50K,71,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,37,0,1902,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K,64,0,0,1
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,46,United-States,>50K,67,0,1902,1
Private,11th,7,Never-married,Adm-clerical,Own-child,White,Male,15,United-States,<=50K,16,0,0,0
Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,61,0,0,1
Private,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,40,United-States,<=50K,36,0,1590,0
Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,50,Taiwan,<=50K,68,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,49,0,0,1
State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,64,0,0,1
Private,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,14,0,0,0
Local-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,<=50K,37,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,23,0,0,0
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,17,0,0,0
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,22,0,0,0
Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,29,0,0,0
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,38,0,0,0
